loan_id,origination_month,original_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type
LN002798,2022-07-01,221489.43,4.842,750-799,70-80%,30-40%,OH,Purchase,Owner-Occupied,Single-Family
LN002799,2024-11-01,179911.57,4.4,650-699,70-80%,>50%,CA,Purchase,Second Home,Single-Family
LN002800,2022-09-01,184555.03,6.573,650-699,80-90%,<30%,MI,Purchase,Owner-Occupied,Single-Family
LN002801,2022-08-01,525826.65,4.402,700-749,70-80%,30-40%,PA,Purchase,Investment,Multi-Unit
LN002802,2023-05-01,219263.5,4.315,700-749,70-80%,40-50%,OH,Refinance-Rate-Term,Owner-Occupied,Condo
LN002803,2023-05-01,369098.72,6.348,800+,80-90%,40-50%,FL,Purchase,Owner-Occupied,Single-Family
LN002804,2024-09-01,144180.16,6.463,700-749,70-80%,30-40%,NC,Refinance-Rate-Term,Owner-Occupied,Condo
LN002805,2024-08-01,441892.9,8.5,750-799,>95%,<30%,TX,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN002806,2022-08-01,334904.11,6.829,700-749,70-80%,40-50%,CA,Purchase,Owner-Occupied,Single-Family
LN002807,2023-07-01,327397.89,6.241,600-649,80-90%,40-50%,MI,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN002808,2022-03-01,341382.73,6.457,600-649,80-90%,>50%,MI,Refinance-Cashout,Owner-Occupied,Single-Family
LN002809,2022-05-01,352399.97,4.778,650-699,90-95%,<30%,NC,Purchase,Owner-Occupied,Single-Family
LN002810,2023-01-01,380906.73,5.843,600-649,>95%,40-50%,OH,Refinance-Cashout,Owner-Occupied,Single-Family
LN002811,2024-07-01,240090.26,5.914,650-699,<60%,30-40%,MI,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN002812,2023-04-01,234241.17,4.187,700-749,<60%,>50%,CA,Purchase,Owner-Occupied,Single-Family
LN002813,2024-08-01,304922.39,4.927,700-749,80-90%,30-40%,NY,Refinance-Cashout,Owner-Occupied,Condo
LN002814,2023-10-01,368442.78,6.429,700-749,70-80%,30-40%,MI,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN002815,2024-05-01,293334.45,4.972,600-649,80-90%,<30%,FL,Purchase,Owner-Occupied,Single-Family
LN002816,2023-10-01,377390.18,5.917,700-749,<60%,30-40%,OH,Purchase,Owner-Occupied,Condo
LN002817,2022-03-01,361783.68,6.345,700-749,80-90%,30-40%,IL,Refinance-Cashout,Owner-Occupied,Single-Family
LN002818,2022-10-01,278301.67,6.275,800+,60-70%,<30%,NC,Purchase,Owner-Occupied,Multi-Unit
LN002819,2023-09-01,125282.0,7.596,800+,70-80%,30-40%,FL,Purchase,Owner-Occupied,Condo
LN002820,2023-04-01,249647.21,4.128,750-799,>95%,30-40%,PA,Purchase,Owner-Occupied,Single-Family
LN002821,2022-12-01,474279.72,7.464,750-799,<60%,40-50%,MI,Purchase,Owner-Occupied,Single-Family
LN002822,2022-02-01,334005.97,5.711,600-649,70-80%,<30%,TX,Refinance-Rate-Term,Owner-Occupied,Multi-Unit
LN002823,2023-12-01,236044.99,6.251,600-649,<60%,40-50%,FL,Purchase,Second Home,Single-Family
LN002824,2024-11-01,325065.16,6.045,750-799,90-95%,40-50%,NY,Purchase,Owner-Occupied,Single-Family
LN002825,2024-06-01,367664.41,5.97,700-749,80-90%,30-40%,PA,Refinance-Cashout,Investment,Condo
LN002826,2024-06-01,236093.44,4.044,700-749,80-90%,<30%,CA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN002827,2024-11-01,423538.39,6.196,750-799,70-80%,40-50%,PA,Refinance-Cashout,Owner-Occupied,Single-Family
LN002828,2023-07-01,349569.8,2.842,700-749,70-80%,30-40%,NY,Purchase,Investment,Condo
LN002829,2022-08-01,190009.12,8.143,650-699,<60%,<30%,GA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN002830,2024-02-01,385636.63,5.573,650-699,70-80%,30-40%,NC,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN002831,2022-07-01,259038.66,6.74,<600,70-80%,30-40%,GA,Purchase,Owner-Occupied,Single-Family
LN002832,2024-06-01,282086.96,6.023,750-799,80-90%,30-40%,GA,Refinance-Cashout,Owner-Occupied,Condo
LN002833,2022-07-01,198403.13,5.055,700-749,60-70%,>50%,TX,Purchase,Owner-Occupied,Single-Family
LN002834,2022-03-01,363144.64,4.189,800+,60-70%,40-50%,MI,Purchase,Owner-Occupied,Single-Family
LN002835,2022-01-01,285113.48,3.904,750-799,60-70%,40-50%,TX,Refinance-Rate-Term,Investment,Single-Family
LN002836,2024-12-01,367375.7,6.169,600-649,70-80%,30-40%,PA,Purchase,Owner-Occupied,Single-Family
LN002837,2024-01-01,244901.76,6.09,650-699,60-70%,>50%,IL,Refinance-Rate-Term,Second Home,Single-Family
LN002838,2022-01-01,233459.67,5.838,700-749,60-70%,40-50%,PA,Purchase,Owner-Occupied,Single-Family
LN002839,2023-03-01,225356.29,4.823,800+,<60%,40-50%,NC,Refinance-Rate-Term,Owner-Occupied,Multi-Unit
LN002840,2023-01-01,339603.22,5.62,650-699,90-95%,30-40%,MI,Purchase,Owner-Occupied,Single-Family
LN002841,2022-08-01,231965.02,4.366,750-799,60-70%,<30%,OH,Purchase,Owner-Occupied,Single-Family
LN002842,2022-05-01,279688.74,3.979,650-699,80-90%,40-50%,IL,Purchase,Owner-Occupied,Single-Family
LN002843,2022-09-01,248157.3,4.584,650-699,70-80%,30-40%,MI,Purchase,Owner-Occupied,Multi-Unit
LN002844,2022-01-01,344008.39,4.65,800+,70-80%,>50%,OH,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN002845,2024-12-01,126469.76,7.196,<600,<60%,30-40%,GA,Refinance-Cashout,Owner-Occupied,Single-Family
LN002846,2024-11-01,324703.29,2.952,750-799,70-80%,>50%,CA,Purchase,Investment,Single-Family
LN002847,2022-02-01,473134.32,4.95,<600,70-80%,30-40%,MI,Purchase,Owner-Occupied,Single-Family
LN002848,2023-11-01,423602.61,5.949,750-799,<60%,30-40%,OH,Purchase,Owner-Occupied,Single-Family
LN002849,2022-09-01,238334.69,7.978,750-799,90-95%,30-40%,NY,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN002850,2024-10-01,349460.18,4.089,750-799,70-80%,40-50%,IL,Purchase,Investment,Single-Family
LN002851,2023-02-01,330056.55,3.326,650-699,60-70%,40-50%,TX,Purchase,Owner-Occupied,Single-Family
LN002852,2022-04-01,446939.21,6.084,600-649,70-80%,30-40%,MI,Purchase,Owner-Occupied,Single-Family
LN002853,2024-06-01,50000.0,5.247,700-749,70-80%,<30%,IL,Purchase,Owner-Occupied,Single-Family
LN002854,2024-07-01,411286.74,4.669,650-699,80-90%,30-40%,NC,Purchase,Owner-Occupied,Single-Family
LN002855,2022-11-01,273248.23,5.656,700-749,70-80%,30-40%,CA,Purchase,Owner-Occupied,Single-Family
LN002856,2024-11-01,225677.11,6.293,700-749,<60%,40-50%,FL,Purchase,Owner-Occupied,Single-Family
LN002857,2022-08-01,222819.8,6.106,600-649,60-70%,<30%,NY,Purchase,Owner-Occupied,Single-Family
LN002858,2022-03-01,170009.37,5.453,750-799,70-80%,30-40%,NC,Purchase,Investment,Single-Family
LN002859,2023-02-01,238588.16,6.975,750-799,70-80%,>50%,TX,Purchase,Owner-Occupied,Single-Family
LN002860,2023-01-01,192026.59,5.296,800+,70-80%,<30%,OH,Purchase,Owner-Occupied,Single-Family
LN002861,2024-08-01,318021.72,5.065,700-749,80-90%,40-50%,NC,Purchase,Owner-Occupied,Single-Family
LN002862,2024-10-01,358993.76,6.071,650-699,80-90%,<30%,MI,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN002863,2023-07-01,274342.66,3.109,650-699,70-80%,<30%,NY,Refinance-Cashout,Owner-Occupied,Single-Family
LN002864,2023-04-01,449972.32,5.924,650-699,90-95%,40-50%,IL,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN002865,2022-02-01,245157.87,4.545,650-699,<60%,30-40%,MI,Purchase,Investment,Single-Family
LN002866,2023-05-01,269113.76,3.005,800+,70-80%,30-40%,NY,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN002867,2024-10-01,252705.94,5.638,600-649,90-95%,40-50%,OH,Purchase,Owner-Occupied,Single-Family
LN002868,2023-04-01,359861.89,4.313,650-699,70-80%,40-50%,GA,Purchase,Owner-Occupied,Condo
LN002869,2022-02-01,369957.35,2.578,600-649,70-80%,40-50%,GA,Purchase,Owner-Occupied,Single-Family
LN002870,2022-02-01,349536.69,3.693,650-699,60-70%,40-50%,FL,Purchase,Owner-Occupied,Single-Family
LN002871,2024-02-01,287589.13,7.534,600-649,80-90%,30-40%,TX,Purchase,Owner-Occupied,Single-Family
LN002872,2023-01-01,165937.71,4.165,700-749,70-80%,30-40%,PA,Purchase,Owner-Occupied,Single-Family
LN002873,2024-07-01,268055.94,5.484,700-749,80-90%,40-50%,CA,Purchase,Second Home,Single-Family
LN002874,2024-10-01,447813.97,3.374,650-699,60-70%,30-40%,NC,Refinance-Cashout,Owner-Occupied,Single-Family
LN002875,2022-03-01,401323.79,8.151,650-699,<60%,<30%,OH,Refinance-Cashout,Owner-Occupied,Single-Family
LN002876,2022-08-01,329405.04,5.104,700-749,70-80%,<30%,GA,Refinance-Cashout,Owner-Occupied,Condo
LN002877,2023-11-01,261554.79,3.974,700-749,70-80%,30-40%,OH,Purchase,Owner-Occupied,Single-Family
LN002878,2023-02-01,298638.15,6.328,600-649,90-95%,<30%,IL,Refinance-Cashout,Owner-Occupied,Single-Family
LN002879,2024-03-01,261999.58,8.075,800+,90-95%,30-40%,IL,Refinance-Cashout,Owner-Occupied,Single-Family
LN002880,2024-05-01,419305.17,4.388,700-749,70-80%,40-50%,OH,Refinance-Cashout,Owner-Occupied,Single-Family
LN002881,2022-01-01,216103.3,3.944,700-749,<60%,<30%,OH,Purchase,Owner-Occupied,Multi-Unit
LN002882,2023-05-01,392366.93,8.443,750-799,60-70%,40-50%,TX,Refinance-Rate-Term,Investment,Single-Family
LN002883,2024-06-01,247079.74,4.816,700-749,70-80%,40-50%,TX,Purchase,Owner-Occupied,Single-Family
LN002884,2023-01-01,432092.68,4.645,750-799,60-70%,<30%,OH,Purchase,Owner-Occupied,Single-Family
LN002885,2023-09-01,342677.59,2.5,800+,80-90%,<30%,IL,Purchase,Owner-Occupied,Single-Family
LN002886,2023-07-01,225061.26,4.95,650-699,<60%,<30%,TX,Refinance-Cashout,Owner-Occupied,Multi-Unit
LN002887,2023-07-01,269068.76,2.966,750-799,80-90%,30-40%,CA,Purchase,Owner-Occupied,Single-Family
LN002888,2024-01-01,371164.06,4.16,600-649,80-90%,40-50%,NC,Purchase,Owner-Occupied,Single-Family
LN002889,2023-10-01,250085.72,2.5,650-699,70-80%,30-40%,GA,Refinance-Cashout,Second Home,Single-Family
LN002890,2024-07-01,302213.65,6.853,750-799,80-90%,30-40%,TX,Purchase,Owner-Occupied,Single-Family
LN002891,2023-05-01,248705.58,2.8,800+,80-90%,30-40%,TX,Refinance-Cashout,Owner-Occupied,Single-Family
LN002892,2023-11-01,475911.71,2.5,750-799,80-90%,40-50%,FL,Refinance-Rate-Term,Owner-Occupied,Multi-Unit
LN002893,2024-08-01,493107.19,3.638,600-649,70-80%,<30%,NY,Purchase,Owner-Occupied,Single-Family
LN002894,2022-10-01,446312.4,6.871,700-749,70-80%,40-50%,NC,Purchase,Owner-Occupied,Single-Family
LN002895,2022-10-01,287562.6,4.333,700-749,90-95%,40-50%,PA,Purchase,Investment,Single-Family
LN002896,2024-12-01,259724.74,4.533,650-699,70-80%,30-40%,FL,Refinance-Cashout,Owner-Occupied,Single-Family
LN002897,2022-08-01,222083.64,5.718,800+,80-90%,30-40%,GA,Refinance-Cashout,Investment,Single-Family
LN002898,2023-08-01,453572.13,4.773,650-699,70-80%,<30%,PA,Purchase,Owner-Occupied,Single-Family
LN002899,2024-08-01,393072.37,6.857,650-699,60-70%,30-40%,GA,Purchase,Owner-Occupied,Single-Family
LN002900,2023-02-01,397876.09,4.641,600-649,>95%,<30%,MI,Purchase,Owner-Occupied,Multi-Unit
LN002901,2024-04-01,275007.21,4.665,700-749,60-70%,<30%,TX,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN002902,2023-12-01,124210.25,8.396,750-799,90-95%,30-40%,GA,Purchase,Owner-Occupied,Condo
LN002903,2023-03-01,147204.24,5.083,650-699,60-70%,40-50%,IL,Purchase,Investment,Single-Family
LN002904,2023-10-01,305763.41,5.346,750-799,70-80%,>50%,MI,Refinance-Rate-Term,Investment,Single-Family
LN002905,2024-06-01,247732.57,4.684,600-649,70-80%,40-50%,NY,Purchase,Owner-Occupied,Single-Family
LN002906,2022-04-01,236229.87,2.5,700-749,90-95%,30-40%,FL,Purchase,Owner-Occupied,Single-Family
LN002907,2023-01-01,334514.84,6.309,750-799,90-95%,>50%,NC,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN002908,2023-11-01,401365.98,7.491,600-649,80-90%,30-40%,MI,Purchase,Second Home,Single-Family
LN002909,2022-08-01,229877.29,6.884,700-749,70-80%,<30%,OH,Purchase,Owner-Occupied,Single-Family
LN002910,2023-06-01,169439.03,4.163,750-799,<60%,30-40%,OH,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN002911,2022-12-01,232252.88,4.74,700-749,80-90%,30-40%,PA,Purchase,Owner-Occupied,Condo
LN002912,2024-07-01,195603.6,5.524,700-749,70-80%,30-40%,NC,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN002913,2023-02-01,359283.26,5.471,750-799,80-90%,40-50%,FL,Refinance-Cashout,Owner-Occupied,Single-Family
LN002914,2024-10-01,299589.12,6.021,800+,80-90%,<30%,CA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN002915,2023-06-01,488048.92,5.305,650-699,70-80%,30-40%,OH,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN002916,2024-10-01,373468.51,4.458,750-799,80-90%,30-40%,NC,Refinance-Rate-Term,Owner-Occupied,Condo
LN002917,2022-11-01,481385.61,5.205,600-649,80-90%,40-50%,PA,Purchase,Owner-Occupied,Condo
LN002918,2022-12-01,159612.46,6.498,<600,90-95%,>50%,MI,Purchase,Owner-Occupied,Single-Family
LN002919,2023-03-01,50000.0,9.0,650-699,70-80%,40-50%,TX,Purchase,Owner-Occupied,Single-Family
LN002920,2024-07-01,324299.2,4.252,800+,80-90%,30-40%,GA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN002921,2024-05-01,312322.02,5.339,700-749,70-80%,40-50%,NC,Purchase,Owner-Occupied,Single-Family
LN002922,2024-02-01,287721.46,4.455,650-699,<60%,30-40%,MI,Purchase,Owner-Occupied,Single-Family
LN002923,2023-06-01,309579.67,5.461,600-649,60-70%,>50%,GA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN002924,2024-08-01,187597.38,6.463,800+,60-70%,40-50%,NC,Purchase,Owner-Occupied,Single-Family
LN002925,2023-10-01,356317.87,4.688,700-749,60-70%,30-40%,CA,Refinance-Rate-Term,Owner-Occupied,Condo
LN002926,2023-05-01,373619.32,2.5,650-699,<60%,40-50%,FL,Purchase,Second Home,Single-Family
LN002927,2023-11-01,180025.13,6.543,750-799,90-95%,30-40%,FL,Purchase,Owner-Occupied,Single-Family
LN002928,2023-12-01,264636.36,5.196,700-749,70-80%,<30%,NC,Purchase,Owner-Occupied,Single-Family
LN002929,2022-08-01,270813.62,4.487,650-699,70-80%,40-50%,FL,Purchase,Second Home,Single-Family
LN002930,2022-06-01,232918.91,4.152,700-749,70-80%,30-40%,MI,Purchase,Owner-Occupied,Multi-Unit
LN002931,2022-05-01,183888.76,5.467,800+,70-80%,>50%,CA,Purchase,Owner-Occupied,Single-Family
LN002932,2024-05-01,301250.5,3.956,800+,<60%,30-40%,FL,Purchase,Owner-Occupied,Single-Family
LN002933,2024-04-01,326080.55,4.131,600-649,70-80%,40-50%,TX,Refinance-Rate-Term,Investment,Condo
LN002934,2022-11-01,238981.79,3.127,650-699,90-95%,40-50%,NC,Purchase,Owner-Occupied,Single-Family
LN002935,2022-01-01,190921.14,3.976,650-699,80-90%,40-50%,CA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN002936,2023-07-01,341055.72,5.946,700-749,70-80%,30-40%,TX,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN002937,2022-09-01,223267.95,2.928,750-799,70-80%,30-40%,CA,Purchase,Owner-Occupied,Single-Family
LN002938,2024-03-01,269079.45,6.728,650-699,70-80%,40-50%,NC,Purchase,Owner-Occupied,Single-Family
LN002939,2024-10-01,256392.34,3.232,750-799,70-80%,40-50%,OH,Purchase,Owner-Occupied,Single-Family
LN002940,2022-04-01,424570.87,5.225,750-799,70-80%,30-40%,CA,Refinance-Cashout,Owner-Occupied,Single-Family
LN002941,2024-12-01,227856.95,5.727,750-799,80-90%,30-40%,MI,Refinance-Cashout,Owner-Occupied,Single-Family
LN002942,2023-06-01,472552.66,6.237,800+,60-70%,>50%,PA,Purchase,Owner-Occupied,Single-Family
LN002943,2023-03-01,375230.19,6.237,700-749,80-90%,40-50%,IL,Purchase,Owner-Occupied,Single-Family
LN002944,2023-01-01,482089.87,4.874,650-699,70-80%,40-50%,MI,Refinance-Cashout,Owner-Occupied,Single-Family
LN002945,2023-07-01,366463.88,4.743,750-799,70-80%,40-50%,IL,Refinance-Rate-Term,Owner-Occupied,Condo
LN002946,2022-06-01,277895.56,5.895,750-799,70-80%,30-40%,NY,Purchase,Owner-Occupied,Single-Family
LN002947,2022-12-01,208263.37,5.417,650-699,70-80%,>50%,FL,Purchase,Owner-Occupied,Single-Family
LN002948,2023-05-01,264458.86,4.481,750-799,70-80%,30-40%,GA,Purchase,Owner-Occupied,Multi-Unit
LN002949,2023-11-01,448728.1,5.556,600-649,60-70%,30-40%,OH,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN002950,2024-02-01,295206.12,4.749,<600,70-80%,<30%,IL,Refinance-Rate-Term,Owner-Occupied,Condo
LN002951,2024-05-01,366091.94,4.099,650-699,70-80%,30-40%,NC,Purchase,Owner-Occupied,Single-Family
LN002952,2024-09-01,320697.13,4.432,800+,<60%,30-40%,OH,Purchase,Owner-Occupied,Single-Family
LN002953,2024-03-01,324966.12,5.73,700-749,60-70%,40-50%,MI,Refinance-Cashout,Second Home,Single-Family
LN002954,2024-01-01,328815.97,3.608,<600,70-80%,40-50%,TX,Refinance-Cashout,Owner-Occupied,Multi-Unit
LN002955,2022-10-01,349534.15,6.66,800+,60-70%,>50%,OH,Purchase,Second Home,Condo
LN002956,2023-11-01,218589.25,4.164,750-799,60-70%,<30%,OH,Purchase,Owner-Occupied,Single-Family
LN002957,2023-09-01,272509.57,2.5,750-799,70-80%,40-50%,NY,Purchase,Owner-Occupied,Single-Family
LN002958,2023-09-01,330931.33,5.829,650-699,90-95%,40-50%,GA,Purchase,Investment,Single-Family
LN002959,2023-01-01,316348.72,2.5,600-649,80-90%,<30%,NY,Purchase,Owner-Occupied,Single-Family
LN002960,2024-09-01,253879.54,3.482,700-749,90-95%,30-40%,OH,Purchase,Investment,Single-Family
LN002961,2023-12-01,341660.09,8.634,750-799,70-80%,30-40%,NY,Refinance-Cashout,Owner-Occupied,Multi-Unit
LN002962,2022-11-01,222885.86,6.59,700-749,70-80%,<30%,GA,Refinance-Cashout,Owner-Occupied,Single-Family
LN002963,2023-05-01,177699.38,6.466,700-749,80-90%,<30%,FL,Purchase,Owner-Occupied,Single-Family
LN002964,2022-04-01,329498.58,3.322,750-799,70-80%,40-50%,TX,Refinance-Cashout,Owner-Occupied,Single-Family
LN002965,2024-01-01,180150.83,4.72,650-699,<60%,40-50%,MI,Refinance-Rate-Term,Investment,Single-Family
LN002966,2024-06-01,328012.4,6.862,750-799,70-80%,40-50%,PA,Purchase,Owner-Occupied,Single-Family
LN002967,2022-09-01,104531.9,5.959,700-749,70-80%,40-50%,OH,Refinance-Cashout,Owner-Occupied,Single-Family
LN002968,2023-09-01,227501.22,6.704,600-649,80-90%,<30%,OH,Purchase,Investment,Single-Family
LN002969,2023-08-01,267242.31,7.672,650-699,70-80%,<30%,PA,Refinance-Cashout,Investment,Condo
LN002970,2023-07-01,139336.48,5.99,750-799,60-70%,30-40%,GA,Purchase,Owner-Occupied,Single-Family
LN002971,2023-07-01,262732.77,3.154,750-799,90-95%,30-40%,PA,Purchase,Owner-Occupied,Single-Family
LN002972,2022-12-01,418501.96,5.898,650-699,70-80%,>50%,PA,Purchase,Owner-Occupied,Single-Family
LN002973,2023-05-01,172969.13,4.647,650-699,70-80%,40-50%,FL,Purchase,Owner-Occupied,Single-Family
LN002974,2024-04-01,265462.68,3.064,<600,90-95%,30-40%,TX,Purchase,Investment,Single-Family
LN002975,2024-11-01,470264.47,6.342,800+,<60%,<30%,OH,Refinance-Cashout,Second Home,Single-Family
LN002976,2023-06-01,193813.91,6.803,750-799,80-90%,40-50%,PA,Refinance-Rate-Term,Owner-Occupied,Condo
LN002977,2023-02-01,439722.34,4.859,800+,70-80%,40-50%,CA,Purchase,Owner-Occupied,Single-Family
LN002978,2024-11-01,272099.47,5.481,750-799,80-90%,40-50%,TX,Purchase,Owner-Occupied,Single-Family
LN002979,2022-07-01,310191.21,2.5,650-699,90-95%,30-40%,TX,Refinance-Cashout,Owner-Occupied,Single-Family
LN002980,2023-01-01,429148.22,6.686,600-649,70-80%,30-40%,CA,Purchase,Owner-Occupied,Condo
LN002981,2023-06-01,251490.21,6.19,700-749,<60%,30-40%,FL,Purchase,Owner-Occupied,Single-Family
LN002982,2023-01-01,363102.57,5.375,<600,<60%,40-50%,IL,Refinance-Cashout,Owner-Occupied,Multi-Unit
LN002983,2024-12-01,388459.71,3.121,600-649,70-80%,<30%,NY,Refinance-Cashout,Owner-Occupied,Single-Family
LN002984,2024-07-01,234918.6,2.533,650-699,80-90%,30-40%,TX,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN002985,2022-02-01,223856.98,8.04,750-799,70-80%,40-50%,GA,Purchase,Owner-Occupied,Single-Family
LN002986,2023-04-01,277139.69,3.501,700-749,70-80%,30-40%,NC,Purchase,Owner-Occupied,Single-Family
LN002987,2022-09-01,280268.47,5.201,650-699,80-90%,40-50%,GA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN002988,2022-09-01,192105.2,3.547,700-749,60-70%,<30%,OH,Refinance-Cashout,Owner-Occupied,Single-Family
LN002989,2022-11-01,235839.95,2.5,600-649,80-90%,<30%,MI,Refinance-Cashout,Owner-Occupied,Single-Family
LN002990,2023-10-01,50000.0,5.672,750-799,70-80%,40-50%,TX,Purchase,Owner-Occupied,Condo
LN002991,2024-09-01,266572.73,5.906,750-799,<60%,30-40%,PA,Refinance-Cashout,Owner-Occupied,Single-Family
LN002992,2024-12-01,389439.42,2.5,650-699,60-70%,<30%,NY,Purchase,Owner-Occupied,Single-Family
LN002993,2023-11-01,133331.09,6.662,700-749,>95%,<30%,IL,Purchase,Owner-Occupied,Single-Family
LN002994,2024-10-01,253685.55,4.21,700-749,70-80%,40-50%,NC,Purchase,Owner-Occupied,Single-Family
LN002995,2022-09-01,544233.28,3.376,600-649,70-80%,40-50%,NC,Refinance-Cashout,Owner-Occupied,Condo
LN002996,2023-12-01,297744.0,3.278,650-699,70-80%,>50%,NY,Purchase,Owner-Occupied,Condo
LN002997,2022-08-01,435679.44,6.307,800+,80-90%,40-50%,GA,Purchase,Owner-Occupied,Single-Family
LN002998,2022-07-01,198808.47,2.5,600-649,70-80%,40-50%,IL,Refinance-Cashout,Owner-Occupied,Condo
LN002999,2024-12-01,344881.84,3.137,700-749,80-90%,30-40%,NC,Purchase,Owner-Occupied,Single-Family
LN003000,2023-06-01,181778.18,5.647,750-799,70-80%,40-50%,TX,Purchase,Owner-Occupied,Single-Family
LN003001,2022-03-01,340106.46,5.448,650-699,60-70%,30-40%,NY,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN003002,2024-04-01,384224.82,3.467,650-699,70-80%,40-50%,FL,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN003003,2022-06-01,360497.58,6.93,750-799,60-70%,40-50%,OH,Purchase,Owner-Occupied,Condo
LN003004,2023-09-01,265506.27,3.33,650-699,90-95%,40-50%,TX,Refinance-Cashout,Investment,Single-Family
LN003005,2024-04-01,327493.36,4.687,750-799,<60%,30-40%,FL,Purchase,Owner-Occupied,Single-Family
LN003006,2022-01-01,328449.19,4.489,750-799,80-90%,40-50%,NC,Refinance-Cashout,Owner-Occupied,Multi-Unit
LN003007,2024-12-01,366598.97,4.494,750-799,70-80%,30-40%,GA,Refinance-Rate-Term,Owner-Occupied,Single-Family
LN003008,2023-09-01,287623.31,4.707,800+,80-90%,30-40%,TX,Purchase,Owner-Occupied,Single-Family
LN003009,2024-11-01,393113.88,4.662,750-799,<60%,>50%,PA,Refinance-Cashout,Owner-Occupied,Single-Family
LN003010,2023-01-01,443460.54,4.644,750-799,>95%,30-40%,FL,Purchase,Owner-Occupied,Condo
LN003011,2022-10-01,268213.26,4.727,750-799,60-70%,<30%,PA,Purchase,Second Home,Multi-Unit
LN003012,2022-10-01,304643.97,6.628,800+,80-90%,40-50%,IL,Refinance-Cashout,Owner-Occupied,Single-Family
LN003013,2023-01-01,209518.52,4.651,800+,70-80%,40-50%,MI,Purchase,Second Home,Condo
LN003014,2023-12-01,334025.73,6.038,750-799,70-80%,40-50%,NY,Purchase,Owner-Occupied,Condo
LN003015,2022-02-01,334663.77,5.223,650-699,70-80%,40-50%,OH,Purchase,Owner-Occupied,Single-Family
